"","FIPS","Geography.x","TotalPop","PovertyRate","BlackPop","BlackPovertyRate","AsianPop","AsianPoverty","HispanicPop","HispanicPoverty","WhitePop","WhitePovertyRate","PercentBachelor.s","State..FIPS.","Place..FIPS.","Area.Name","SqMiles","tot.protests","tot.attend","deaths","deaths_unarmed","deaths_unarmed_black","deaths_armed_black","deaths_black","deaths_protestyear","deaths_protestyear_unarmed","X.x","NAACPyears","MayorPartisanship","blackmayor","FIPS_PLACE","dem","rep","dem_share","FIPS_ST","X.y","pop","hbcu","hbcu2","crime","deathduring","per_ba","Per_Black","pop.density","collegeenrollpc","mayorrep","unarmed_deaths_pc","deaths_pc","unarmed_deaths_black_pc","deaths_black_pc","anyprotests"
"28305","660620","Richmond city, California",105240,17.1,24833,21.2,14863,"10.4",42875,"20.8",18353,"10.1","25.78954965",6,60620,"Richmond",29.981,0,0,0,0,0,0,0,1,0,109,2,"D",0,60620,30283,3629,89.29877,6,NA,0,0,0,0,0,25.78954965,23.5965412390726,3510.22314132284,0,0,0,0,0,0,0
"28320","662000","Riverside city, California",303080,19.7,18298,22.2,20111,"22.1",157504,"23.8",97555,"11.7","22.27079247",6,62000,"Riverside",81.179,1,50,6,0,0,2,2,1,0,111,11,"NP",0,62000,49598,36754,57.437,6,208,22500,0,0,0,0,22.27079247,6.03734987462056,3733.47786989246,7.42378249967005,0,0,0.197967533324535,0,0.0659891777748449,1
"28323","662364","Rocklin city, California",58284,8.3,1126,26.6,5069,"5.3",7127,"19.9",41759,"5.7","39.59724458",6,62364,"Rocklin",19.59,0,0,0,0,0,0,0,0,0,NA,0,"D",0,62364,11392,14731,43.60908,6,NA,0,0,0,0,0,39.59724458,1.93191956626175,2975.19142419602,0,0,0,0,0,0,0
"28326","662546","Rohnert Park city, California",41188,15.5,798,10.2,2448,"25.4",10183,"14.7",26191,"15.2","23.57803731",6,62546,"Rohnert Park",7.082,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,62546,12853,4425,74.3894,6,209,7500,0,0,0,0,23.57803731,1.93745751189667,5815.87122281841,18.209187141886,0,0,0,0,0,0
"28336","662896","Rosemead city, California",53998,20.3,67,58.2,33408,"18",17462,"25.7",2432,"11.2","15.81160639",6,62896,"Rosemead",5.144,0,0,1,0,0,0,0,0,0,NA,0,"D",0,62896,8097,3635,69.01637,6,NA,0,0,0,0,0,15.81160639,0.124078669580355,10497.2783825816,0,0,0,0.185192044149783,0,0,0
"28338","662938","Roseville city, California",123627,8.6,1695,27.9,11392,"6",17613,"15.8",87846,"7","36.81950358",6,62938,"Roseville",36.215,0,0,0,0,0,0,0,0,0,NA,0,"R",0,62938,24170,28994,45.4631,6,NA,0,0,0,0,0,36.81950358,1.37105971996409,3413.69598232776,0,1,0,0,0,0,0
"28345","663218","Rowland Heights CDP, California",51424,12.6,431,44.5,29318,"12",15344,"13",5405,"10.4","37.36933081",6,63218,"Rowland Heights",9.056,0,0,0,0,0,0,0,1,0,NA,0,NA,NA,63218,8045,5851,57.89436,6,NA,0,0,0,0,0,37.36933081,0.838130056004978,5678.44522968198,0,0,0,0,0,0,0
"28349","664000","Sacramento city, California",468960,22.3,63143,29.1,88466,"22.8",129518,"28.7",158934,"14","29.57330935",6,64000,"Sacramento",97.897,3,520,5,0,0,0,0,2,1,113,13,"D",1,64000,120624,43186,73.63653,6,214,30000,0,0,0,1,29.57330935,13.4644745820539,4790.34086846379,6.3971340839304,0,0,0.10661890139884,0,0,1
"28352","664224","Salinas city, California",151766,20.5,2234,17.9,10733,"8.6",114670,"24",22741,"9.7","12.56794881",6,64224,"Salinas",19.283,0,0,5,1,0,0,0,1,0,114,4,"D",0,64224,23834,9000,72.58939,6,NA,0,0,0,0,0,12.56794881,1.47200295191281,7870.45584193331,0,0,0.0658909110077356,0.329454555038678,0,0,0
"28361","665000","San Bernardino city, California",206995,33,28364,38.1,9761,"25.7",127758,"36.2",36471,"20","11.8586517",6,65000,"San Bernardino",59.189,0,0,1,0,0,0,0,4,0,115,4,"R",0,65000,30802,15873,65.9925,6,NA,0,0,0,1,0,11.8586517,13.7027464431508,3497.18697730997,0,1,0,0.0483103456605232,0,0,0
"28362","665028","San Bruno city, California",41929,6.7,988,6.3,11180,"6.5",12599,"9.3",14318,"4.9","35.15195899",6,65028,"San Bruno",5.478,0,0,1,1,0,0,0,0,0,NA,0,"D ",0,65028,11219,3730,75.0485,6,NA,0,0,0,0,0,35.15195899,2.3563643301772,7654.07082876962,0,0,0.238498413985547,0.238498413985547,0,0,0
"28363","665042","San Buenaventura (Ventura) city, California",106870,10.8,1723,16.7,3828,"11.8",34485,"17.3",63807,"7.1","33.94633623",6,65042,"San Buenaventura (Ventura)",21.623,0,0,1,1,0,0,0,0,0,NA,0,"R",0,65042,31129,19810,61.11035,6,215,15000,0,0,0,0,33.94633623,1.61223916908393,4942.42242057069,14.0357443623093,1,0.0935716290820623,0.0935716290820623,0,0,0
"28365","665084","San Clemente city, California",64536,9.2,625,8.8,2174,"6.3",12459,"18.9",46529,"6.4","46.35837619",6,65084,"San Clemente",18.299,0,0,0,0,0,0,0,0,0,NA,0,"R",0,65084,13238,17534,43.01963,6,NA,0,0,0,0,0,46.35837619,0.968451716871204,3526.75009563364,0,1,0,0,0,0,0
"28367","666000","San Diego city, California",1306746,15.8,86660,23.9,219664,"12.7",387323,"24.3",567234,"10.1","42.60717142",6,66000,"San Diego",325.163,6,615,12,2,0,0,0,4,1,NA,0,"R",0,66000,331280,190640,63.47333,6,216,53000,0,0,0,1,42.60717142,6.63174021577261,4018.74136971304,4.0558761993532,1,0.0153051932051064,0.0918311592306385,0,0,1
"28369","666070","San Dimas city, California",33319,6.9,1284,0.2,4407,"14.2",10023,"7.1",16171,"5.1","35.83996558",6,66070,"San Dimas",15.214,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,66070,7486,8080,48.092,6,NA,0,0,0,0,0,35.83996558,3.85365707254119,2190.02234783752,0,0,0,0,0,0,0
"28371","667000","San Francisco city, California",815670,13.3,46298,30,275530,"13.8",123520,"15.9",337599,"9.4","53.10970349",6,67000,"San Francisco",46.873,15,2510,3,0,0,0,0,7,2,NA,0,"D",0,67000,321669,52292,86.01672,6,NA,0,0,0,0,1,53.10970349,5.67606997928084,17401.7024726388,0,0,0,0.0367795799771967,0,0,1
"28372","667042","San Gabriel city, California",39703,13.9,155,7.7,24032,"16.5",10466,"12.4",4544,"6.3","30.61999448",6,67042,"San Gabriel",4.158,0,0,0,0,0,0,0,0,0,NA,0,"R",0,67042,6778,3977,63.02185,6,NA,0,0,0,0,0,30.61999448,0.390398710424905,9548.58104858105,0,1,0,0,0,0,0
"28375","667112","San Jacinto city, California",45067,19.1,2934,33.3,1898,"12.8",23430,"19.6",15050,"14.6","11.59915834",6,67112,"San Jacinto",24.962,0,0,1,0,0,0,0,0,0,NA,0,"R",0,67112,5176,4941,51.16141,6,218,15000,0,0,0,0,11.59915834,6.51030687642843,1805.42424485218,33.2837774868529,1,0,0.221891849912353,0,0,0
"28377","668000","San Jose city, California",976164,11.8,30599,19.5,325502,"9.5",323036,"17.9",267549,"6.8","38.26557968",6,68000,"San Jose",176.119,1,0,5,0,0,0,0,4,1,NA,0,"D",0,68000,222007,93625,70.33729,6,219,7500,0,0,0,1,38.26557968,3.13461672423896,5542.638784004,0.768313521088669,0,0,0.0512209014059113,0,0,1
"28379","668028","San Juan Capistrano city, California",35384,14.6,126,88.1,1172,"11.7",13070,"23.5",19999,"7.7","34.71602053",6,68028,"San Juan Capistrano",14.182,0,0,0,0,0,0,0,0,0,NA,0,"R",0,68028,6170,8347,42.50189,6,NA,0,0,0,0,0,34.71602053,0.356093149446077,2494.99365392751,0,1,0,0,0,0,0
"28380","668084","San Leandro city, California",86696,11,9653,13.8,27943,"10.8",24367,"13.3",20731,"8.3","27.7567594",6,68084,"San Leandro",13.246,0,0,1,1,1,0,1,0,0,NA,0,"D",0,68084,24399,7325,76.91023,6,NA,0,0,0,0,0,27.7567594,11.1343083879302,6545.07020987468,0,0,0.11534557534373,0.11534557534373,0.11534557534373,0.11534557534373,0
"28383","668154","San Luis Obispo city, California",44498,32.9,1240,37.7,2992,"46.3",7531,"34.1",31580,"31.2","49.99559627",6,68154,"San Luis Obispo",12.777,0,0,0,0,0,0,0,0,0,118,1,"D",0,68154,15268,6995,68.58016,6,220,15000,0,0,0,0,49.99559627,2.78664209627399,3482.66416216639,33.7093801968628,0,0,0,0,0,0
"28384","668196","San Marcos city, California",86875,15.9,2015,16.8,7798,"12.3",30479,"18.4",43636,"14.8","29.41364435",6,68196,"San Marcos",24.36,0,0,1,0,0,0,0,0,0,NA,0,"R",0,68196,14099,14577,49.16655,6,221,45000,0,0,0,0,29.41364435,2.31942446043165,3566.29720853859,51.7985611510791,1,0,0.115107913669065,0,0,0
"28387","668252","San Mateo city, California",99596,7.4,2062,11.5,19379,"6.6",26123,"10.1",46731,"5.9","45.63518549",6,68252,"San Mateo",12.132,1,70,0,0,0,0,0,0,0,119,5,"D",0,68252,27738,10013,73.4762,6,NA,0,0,0,0,0,45.63518549,2.0703642716575,8209.36366633696,0,0,0,0,0,0,1
"28392","668364","San Rafael city, California",57044,13.9,1685,29.3,3642,"10.2",16605,"28.1",33194,"6.9","45.16563296",6,68364,"San Rafael",16.429,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,68364,20752,5405,79.33632,6,225,2500,0,0,0,0,45.16563296,2.95386017810813,3472.15290035912,4.38258186662927,0,0,0,0,0,0
"28393","668378","San Ramon city, California",73706,3.6,1707,14.4,29881,"1.7",6338,"8.2",32097,"3.5","65.02724255",6,68378,"San Ramon",17.214,0,0,0,0,0,0,0,0,0,NA,0,"R",0,68378,18443,10872,62.91318,6,NA,0,0,0,0,0,65.02724255,2.31595799527854,4281.74741489485,0,1,0,0,0,0,0
"28395","669000","Santa Ana city, California",324367,22.1,3793,14.9,34201,"16.1",255552,"24.2",28594,"10.4","11.77110943",6,69000,"Santa Ana",27.257,0,0,6,1,0,0,0,2,1,120,2,"D",0,69000,39884,19679,66.96103,6,226,30000,0,0,0,1,11.77110943,1.16935446577488,11900.3191840628,9.2487830143017,0,0.030829276714339,0.184975660286034,0,0,0
"28396","669070","Santa Barbara city, California",88960,15.1,1145,21.3,3000,"25.8",35918,"21.6",47096,"9.1","43.2317365",6,69070,"Santa Barbara",19.303,0,0,1,0,0,0,0,0,0,121,5,"D ",0,69070,31150,9530,76.57325,6,227,15000,0,0,0,0,43.2317365,1.28709532374101,4608.61006061234,16.8615107913669,0,0,0.112410071942446,0,0,0
"28397","669084","Santa Clara city, California",115858,9,4043,17.3,46197,"6.2",22172,"13.4",39355,"8.7","54.01605418",6,69084,"Santa Clara",18.431,0,0,1,0,0,0,0,1,0,NA,0,"D ",0,69084,27301,10461,72.29755,6,228,15000,0,0,0,0,54.01605418,3.48961659963058,6286.03982420921,12.9468832536381,0,0,0.0863125550242538,0,0,0
"28398","669088","Santa Clarita city, California",176822,9.3,4357,12.4,16609,"7.9",55690,"15.6",92792,"5.6","32.05035815",6,69088,"Santa Clarita",53.678,0,0,1,0,0,0,0,0,0,NA,0,"R",0,69088,34377,36061,48.80462,6,229,2500,0,0,0,0,32.05035815,2.46405990204839,3294.12422221394,1.41385121760867,1,0,0.0565540487043467,0,0,0
"28399","669112","Santa Cruz city, California",53992,24.3,977,32,3061,"45.4",10535,"29.4",36799,"20.8","49.91414022",6,69112,"Santa Cruz",12.796,0,0,1,0,0,0,0,0,0,122,2,"D",0,69112,27198,3562,88.42003,6,NA,0,0,0,0,0,49.91414022,1.80952733738332,4219.44357611754,0,0,0,0.185212624092458,0,0,0
"28402","669196","Santa Maria city, California",100114,21.3,1865,21.3,5250,"9.8",71514,"25",21147,"11","12.97958618",6,69196,"Santa Maria",22.552,0,0,1,0,0,0,0,1,0,NA,0,"D",0,69196,11059,10538,51.20619,6,230,15000,0,0,0,0,12.97958618,1.86287632099407,4439.25150762682,14.9829194718021,0,0,0.0998861298120143,0,0,0
"28403","670000","Santa Monica city, California",90671,11.3,3478,13.2,8758,"15.7",13094,"15.6",61824,"9.8","65.51499993",6,70000,"Santa Monica",8.414,0,0,1,0,0,0,0,0,0,123,5,"D ",0,70000,38449,9428,80.30787,6,231,32500,0,0,0,0,65.51499993,3.83584608088584,10776.2063227953,35.8438751089102,0,0,0.110288846488955,0,0,0
"28406","670098","Santa Rosa city, California",168313,13.3,3600,22.2,8925,"7.9",50970,"21.7",97265,"9.4","30.61294343",6,70098,"Santa Rosa",41.212,0,0,3,3,0,0,0,0,0,124,2,"D",0,70098,53848,16809,76.21043,6,233,30000,0,0,0,0,30.61294343,2.13887222020878,4084.07745316898,17.8239351684065,0,0.178239351684065,0.178239351684065,0,0,0
"28411","670224","Santee city, California",54203,7.3,751,17.2,2041,"9.6",9537,"7",38386,"7.3","24.98382423",6,70224,"Santee",16.211,0,0,0,0,0,0,0,0,0,NA,0,"I",0,70224,9724,14534,40.08574,6,235,15000,0,0,0,0,24.98382423,1.38553216611627,3343.59385602369,27.6737449956644,0,0,0,0,0,0
"28413","670280","Saratoga city, California",30443,3.6,120,0.8,13797,"1.5",979,"18.5",14451,"4.7","77.92041665",6,70280,"Saratoga",12.382,0,0,1,0,0,0,0,0,0,NA,0,"D ",0,70280,10228,6092,62.67157,6,236,7500,0,0,0,0,77.92041665,0.394179285878527,2458.64965272169,24.6362053674079,0,0,0.328482738232106,0,0,0
"28423","670742","Seaside city, California",32481,18.8,2860,25.2,3394,"7.6",14176,"26.3",9789,"10.3","22.86687759",6,70742,"Seaside",9.237,0,0,0,0,0,0,0,1,0,NA,0,"D",0,70742,6370,1909,76.94166,6,NA,0,0,0,0,0,22.86687759,8.80514762476525,3516.4014290354,0,0,0,0,0,0,0
"28450","672016","Simi Valley city, California",125017,6.6,1554,4.2,11312,"5.2",30370,"11.7",77332,"4.9","32.27321238",6,72016,"Simi Valley",41.301,0,0,1,0,0,0,0,0,0,NA,0,"R",0,72016,26246,28938,47.56089,6,NA,0,0,0,0,0,32.27321238,1.2430309477911,3026.97271252512,0,1,0,0.0799891214794788,0,0,0
"28469","673080","South Gate city, California",95335,21,883,22.5,773,"5.2",91129,"21.4",2691,"10.6","6.956995675",6,73080,"South Gate",7.33,0,0,1,1,0,0,0,2,0,NA,0,"D ",0,73080,11839,2824,80.74064,6,NA,0,0,0,0,0,6.956995675,0.9262075837835,13006.139154161,0,0,0.104893271096659,0.104893271096659,0,0,0
"28474","673262","South San Francisco city, California",65289,7.2,1507,7.2,25266,"5.4",22211,"10.7",13066,"6.1","30.70723613",6,73262,"South San Francisco",9.136,0,0,0,0,0,0,0,0,0,NA,0,"NP",0,73262,15547,4827,76.30804,6,NA,0,0,0,0,0,30.70723613,2.3081989309072,7146.34413309983,0,0,0,0,0,0,0
"28478","673430","South Whittier CDP, California",58116,14.1,505,5.7,2250,"10.4",44597,"15.1",9460,"10","15.12254902",6,73430,"South Whittier",5.357,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,73430,10578,5844,64.41359,6,NA,0,0,0,0,0,15.12254902,0.868951751669076,10848.6092962479,0,0,0,0,0,0,0
"28490","673962","Stanton city, California",38242,21.8,972,3.1,9212,"11.9",18979,"31.5",8176,"14.5","17.53363965",6,73962,"Stanton",3.151,0,0,0,0,0,0,0,0,0,NA,0,"R",0,73962,4807,3911,55.13879,6,NA,0,0,0,0,0,17.53363965,2.54170806966163,12136.4646144081,0,1,0,0,0,0,0
"28495","675000","Stockton city, California",291569,25.8,34161,37.6,63134,"23.4",121233,"29.3",64061,"15.7","17.44528438",6,75000,"Stockton",57.29,0,0,7,1,0,1,1,4,0,128,12,"D",0,75000,50466,26042,65.96173,6,243,22500,0,0,1,0,17.44528438,11.716266132545,5089.35241752487,7.71686976324643,0,0.0342971989477619,0.240080392634334,0,0.0342971989477619,0
"28511","677000","Sunnyvale city, California",145200,7.9,2860,17.5,60341,"5.4",26051,"15.9",50268,"5.3","59.41372782",6,77000,"Sunnyvale",21.977,0,0,3,2,0,0,0,1,0,NA,0,"D",0,77000,34780,12823,73.06262,6,NA,0,0,0,0,0,59.41372782,1.96969696969697,6606.90722118578,0,0,0.137741046831956,0.206611570247934,0,0,0
"28531","678120","Temecula city, California",104640,8.2,3511,12.6,10718,"6.9",25195,"9.2",59513,"7.2","30.89200241",6,78120,"Temecula",30.3,0,0,1,0,0,0,0,0,0,NA,0,"R",0,78120,14153,19354,42.23894,6,NA,0,0,0,0,0,30.89200241,3.35531345565749,3453.46534653465,0,1,0,0.095565749235474,0,0,0
"28534","678148","Temple City city, California",35421,10.8,186,16.7,20255,"9.9",7397,"11.3",6945,"11.4","38.05302699",6,78148,"Temple City",3.982,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,78148,6244,4845,56.30805,6,NA,0,0,0,0,0,38.05302699,0.525112221563479,8895.27875439478,0,0,0,0,0,0,0
"28543","678582","Thousand Oaks city, California",126380,7,1417,21.7,12265,"4.6",21432,"16.4",87521,"4.9","48.74167326",6,78582,"Thousand Oaks",54.961,0,0,0,0,0,0,0,0,0,NA,0,"R",0,78582,32888,31119,51.38188,6,NA,0,0,0,0,0,48.74167326,1.12122171229625,2299.44869998726,0,1,0,0,0,0,0
"28557","680000","Torrance city, California",146141,6.9,3962,7.7,50018,"7.2",23626,"8.2",61487,"6.4","45.52466316",6,80000,"Torrance",20.483,0,0,1,0,0,0,0,0,0,NA,0,"R",0,80000,32148,28284,53.19698,6,NA,0,0,0,0,0,45.52466316,2.71108039496103,7134.74588683298,0,1,0,0.0684270670106267,0,0,0
"28558","680238","Tracy city, California",83921,9.7,5407,10.2,12068,"4.3",32758,"16",28435,"5.6","22.11095374",6,80238,"Tracy",22.005,0,0,0,0,0,0,0,0,0,130,2,"R",0,80238,14937,9172,61.95612,6,NA,0,0,0,0,0,22.11095374,6.44296421634633,3813.72415360145,0,1,0,0,0,0,0
"28568","680644","Tulare city, California",60055,21.6,2007,34.8,1354,"17.9",34711,"26.4",20652,"12.7","10.77367408",6,80644,"Tulare",19.443,0,0,1,0,0,0,0,0,0,131,5,"R",0,80644,5830,7370,44.16667,6,NA,0,0,0,0,0,10.77367408,3.34193655815502,3088.77230880008,0,1,0,0.166514028806927,0,0,0
"28572","680812","Turlock city, California",69070,17.1,1558,50.4,4071,"14.3",25369,"22.3",35143,"10.9","23.09012876",6,80812,"Turlock",16.899,0,0,1,0,0,0,0,0,0,NA,0,"D",0,80812,10884,11018,49.69409,6,245,7500,0,0,0,0,23.09012876,2.25568264079919,4087.22409610036,10.8585492978138,0,0,0.144780657304184,0,0,0
"28573","680854","Tustin city, California",77468,13.4,1938,19.9,15646,"8.4",32028,"19.3",25154,"8.9","38.6650751",6,80854,"Tustin",11.073,0,0,2,0,0,0,0,0,0,NA,0,"R",1,80854,12423,11104,52.80316,6,NA,0,0,0,0,0,38.6650751,2.5016781122528,6996.11668021313,0,1,0,0.258171115815563,0,0,0
"28581","681204","Union City city, California",71444,8.4,4050,14.9,37067,"5.3",15707,"12.7",9935,"10","35",6,81204,"Union City",19.489,0,0,3,0,0,1,1,0,0,NA,0,"D",0,81204,17425,5090,77.39285,6,NA,0,0,0,0,0,35,5.66877554448239,3665.86279439684,0,0,0,0.419909299591288,0,0.139969766530429,0
"28584","681344","Upland city, California",74462,14.8,4147,21.5,6682,"17.4",28649,"18.6",32618,"9.8","29.93816006",6,81344,"Upland",15.681,0,0,0,0,0,0,0,0,0,NA,0,"R",0,81344,14506,14580,49.87279,6,NA,0,0,0,0,0,29.93816006,5.56928366146491,4748.54919966839,0,1,0,0,0,0,0
"28586","681554","Vacaville city, California",85690,9.6,5497,10,6373,"5.3",20319,"15",48581,"7.1","24.36140789",6,81554,"Vacaville",28.298,0,0,2,0,0,2,2,0,0,NA,0,"NP",0,81554,19194,15814,54.82747,6,NA,0,0,0,0,0,24.36140789,6.41498424553624,3028.12919640964,0,0,0,0.233399463181235,0,0.233399463181235,0
"28589","681666","Vallejo city, California",116914,18.3,24910,29.4,28827,"9.5",28305,"23.2",28526,"13.4","23.55694033",6,81666,"Vallejo",30.671,0,0,3,0,0,0,0,1,0,132,12,"D",1,81666,32887,10284,76.17845,6,NA,0,0,0,0,0,23.55694033,21.3062593017089,3811.87440905089,0,0,0,0.256598867543665,0,0,0
"28604","682590","Victorville city, California",114020,26.3,18266,40.7,5562,"33.9",59747,"27.6",28909,"14.1","11.02615566",6,82590,"Victorville",73.177,0,0,1,1,0,0,0,1,1,NA,0,"R",0,82590,14181,11065,56.17127,6,NA,0,0,0,0,1,11.02615566,16.0199964918435,1558.13985268595,0,1,0.0877039115944571,0.0877039115944571,0,0,0
"28611","682954","Visalia city, California",125658,20.5,3310,33.5,6565,"18",59583,"27.3",54092,"12.3","22.01646362",6,82954,"Visalia",36.183,0,0,3,0,0,0,0,2,0,134,4,"R",0,82954,15203,22271,40.56946,6,249,15000,0,0,0,0,22.01646362,2.63413391905012,3472.84636431473,11.9371627751516,1,0,0.238743255503032,0,0,0
"28612","682996","Vista city, California",94267,16.6,2499,11.4,4980,"12",44965,"17.1",39961,"17.2","18.81284149",6,82996,"Vista",18.736,0,0,1,1,0,0,0,0,0,NA,0,"R",0,82996,13546,13558,49.97786,6,NA,0,0,0,0,0,18.81284149,2.65098072496208,5031.33005977797,0,1,0.106081661663148,0.106081661663148,0,0,0
"28619","683346","Walnut Creek city, California",65098,6,1077,9.8,8567,"6.6",6630,"12",46697,"4.8","62.53503767",6,83346,"Walnut Creek",19.761,0,0,0,0,0,0,0,0,0,NA,0,"D",0,83346,24613,12387,66.52162,6,NA,0,0,0,0,0,62.53503767,1.65442870748717,3294.26648448965,0,0,0,0,0,0,0
"28628","683668","Watsonville city, California",51568,20.6,130,14.6,1641,"9.6",41719,"23.2",7619,"7.7","10.51607618",6,83668,"Watsonville",6.78,0,0,0,0,0,0,0,0,0,NA,0,"D",0,83668,8914,1988,81.76481,6,NA,0,0,0,0,0,10.51607618,0.252094322060192,7605.89970501475,0,0,0,0,0,0,0
"28639","684200","West Covina city, California",106925,10.8,5497,13.6,28160,"7.5",58549,"12.7",14318,"9.2","26.61194776",6,84200,"West Covina",16.066,0,0,1,0,0,0,0,1,0,NA,0,"D",0,84200,22157,12605,63.73914,6,NA,0,0,0,0,0,26.61194776,5.14098667290157,6655.35914353293,0,0,0,0.0935234977788169,0,0,0
"28642","684410","West Hollywood city, California",35049,15.1,1133,20.2,1752,"8.6",4468,"18.8",26278,"15","59.90970942",6,84410,"West Hollywood",1.887,0,0,1,1,0,0,0,0,0,NA,0,"D",0,84410,15522,2997,83.81662,6,253,15500,0,0,0,0,59.90970942,3.23261719307256,18573.9268680445,44.2238009643642,0,0.285314844931382,0.285314844931382,0,0,0
"28646","684550","Westminster city, California",90774,17.8,691,17.8,43545,"20.9",20654,"20.9",23238,"9.8","21.45123045",6,84550,"Westminster",10.047,0,0,0,0,0,0,0,0,0,NA,0,"R",0,84550,13103,17299,43.09914,6,254,15000,0,0,0,0,21.45123045,0.761231189547668,9034.93580173186,16.5245554894573,1,0,0,0,0,0
"28648","684592","Westmont CDP, California",30674,35.9,16272,34.8,13,"0",13452,"35.4",555,"71.9","8.120992931",6,84592,"Westmont",1.844,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,84592,8414,314,96.40238,6,NA,0,0,0,0,0,8.120992931,53.048184129882,16634.4902386117,0,0,0,0,0,0,0
"28654","684816","West Sacramento city, California",49624,20.8,2222,26.6,5011,"28.5",15898,"24.4",23506,"16.4","25.00783257",6,84816,"West Sacramento",21.42,0,0,0,0,0,0,0,0,0,NA,0,"D",0,84816,9410,5484,63.1798,6,NA,0,0,0,0,0,25.00783257,4.47767209414799,2316.71335200747,0,0,0,0,0,0,0
"28661","685292","Whittier city, California",84670,13,979,16.4,3318,"12",57363,"14.7",21870,"9.1","24.33315685",6,85292,"Whittier",14.601,0,0,2,0,0,0,0,1,1,NA,0,"R",0,85292,18541,13604,57.67927,6,255,2500,0,0,0,1,24.33315685,1.15625369079957,5798.91788233683,2.95263965985591,1,0,0.236211172788473,0,0,0
"28662","685446","Wildomar city, California",33402,13.7,1986,5.1,1256,"5.3",13415,"17.4",16022,"10.9","15.60956901",6,85446,"Wildomar",23.688,0,0,0,0,0,0,0,1,0,NA,0,"R",0,85446,4071,5965,40.56397,6,NA,0,0,0,0,0,15.60956901,5.94575175139213,1410.08105369808,0,1,0,0,0,0,0
"28682","686328","Woodland city, California",55491,14.6,673,48.1,3801,"6.4",26673,"19",23131,"10.5","23.68090452",6,86328,"Woodland",15.294,0,0,1,0,0,0,0,1,0,NA,0,"R",0,86328,10757,7763,58.08315,6,NA,0,0,0,0,0,23.68090452,1.21280928438846,3628.28560219694,0,1,0,0.180209403326666,0,0,0
"28690","686832","Yorba Linda city, California",66169,3,692,0,11263,"2.9",11227,"5.8",40650,"2.3","49.54159288",6,86832,"Yorba Linda",19.381,0,0,0,0,0,0,0,0,0,NA,0,"R",0,86832,11677,22236,34.43222,6,NA,0,0,0,0,0,49.54159288,1.04580694887334,3414.11691863165,0,1,0,0,0,0,0
"28695","686972","Yuba City city, California",64310,18,1641,21.3,11856,"17.1",18068,"28.2",29390,"10.8","19.06476607",6,86972,"Yuba City",14.821,0,0,3,0,0,0,0,0,0,NA,0,"R",0,86972,9260,11162,45.34326,6,NA,0,0,0,0,0,19.06476607,2.55170269009485,4339.11342014709,0,1,0,0.466490436946043,0,0,0
"28696","687042","Yucaipa city, California",51845,16.4,655,24,900,"11.3",16052,"26.9",32714,"11.7","19.75377893",6,87042,"Yucaipa",27.871,0,0,1,0,0,0,0,0,0,NA,0,"R",0,87042,7526,12237,38.08126,6,NA,0,0,0,0,0,19.75377893,1.26338123252001,1860.17724516523,0,1,0,0.192882630919086,0,0,0
"28716","803455","Arvada city, Colorado",109090,8.4,798,15.8,2182,"6.6",14954,"17.7",89227,"6.6","36.52258506",8,3455,"Arvada",35.119,0,0,2,0,0,1,1,0,0,NA,0,"R",0,3455,31680,26670,54.29306,8,NA,0,0,0,0,0,36.52258506,0.731506095884132,3106.29573735015,0,1,0,0.183334861123843,0,0.0916674305619214,0
"28721","804000","Aurora city, Colorado",336686,16.2,53961,22.6,16888,"14",97301,"26.4",155578,"8","27.12337578",8,4000,"Aurora",154.395,2,240,3,0,0,0,0,2,1,NA,0,"R",0,4000,74143,45665,61.88485,8,NA,0,0,0,0,1,27.12337578,16.0270994338939,2180.67942614722,0,1,0,0.0891037940395502,0,0,1
"28742","807850","Boulder city, Colorado",93365,23.2,860,40.9,4309,"21.6",8104,"34.4",77804,"22","72.28431251",8,7850,"Boulder",24.562,2,550,1,0,0,0,0,2,0,137,6,"D",0,7850,49042,8459,85.28895,8,258,30000,0,0,0,0,72.28431251,0.921116049911637,3801.19697093071,32.1319552294757,0,0,0.107106517431586,0,0,1
"28748","808675","Brighton city, Colorado",33315,9,359,4.7,460,"2.6",13176,"11.6",18679,"7.2","19.61670225",8,8675,"Brighton",19.245,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,8675,4801,4605,51.04189,8,NA,0,0,0,0,0,19.61670225,1.07759267597178,1731.09898674981,0,0,0,0,0,0,0
